name,url,website_url,featured,rating,num_reviews,num_users,version,size,developer,updated_date,num_languages,timestamp
Dyslens,https://chromewebstore.google.com/detail/dyslens/mpbkfbafkpkbpmgdcgkmonpfnodgfepo,https://richmondcroft.com/,True,5.0,3,356,1.0.7,1.12MiB,"Richmond Croft
Wingate Road Wingate Road London W6 0UY GB
Website
Email","March 22, 2023",,2025-04-28 12:58:35
Transync: Instant Translation & Dictionary,https://chromewebstore.google.com/detail/transync-instant-translat/ecdcnaegedhdbeaiienfjajimlofocbi,https://chromewebstore.google.com/user/installed,False,5.0,6,69,1.2.1,292KiB,Email,"November 14, 2024",,2025-04-28 12:58:36
Dyslexico Chrome Extension,https://chromewebstore.google.com/detail/dyslexico-chrome-extensio/pmpbmdhfeodffagambmfjcbfekofenjg,https://chromewebstore.google.com/user/installed,False,5.0,4,98086273,1.6,2.82MiB,"Bridget Peterkin
15712 Shamrock Road Omaha, NE 68118 US
Email
Phone","December 23, 2024",,2025-04-28 12:58:38
Language bridge – instant online translation,https://chromewebstore.google.com/detail/language-bridge-%E2%80%93-instant/nemnbfdhbeigohoicapnbdecdlkcpmpj,https://chromewebstore.google.com/user/installed,False,5.0,1,275,0.2.2,110KiB,Email,"February 19, 2025",20.0,2025-04-28 12:58:41
EX-PLAIN,https://chromewebstore.google.com/detail/ex-plain/pnnnendcdcmikcamnkloompaakaphnib,https://chromewebstore.google.com/user/installed,False,5.0,1,98073360,1.0.1,129KiB,"Oleksii Malikov
Hermann-Löns-Straße 12 Wiesloch 69168 DE
Email
Phone","March 14, 2025",,2025-04-28 12:58:46
"DeepSeek Royal - Voice, Custom Prompts, Languages and More",https://chromewebstore.google.com/detail/deepseek-royal-voice-cust/glldmkiljhakjlkkkdpnhlifkbhlopfa,https://chromewebstore.google.com/user/installed,False,4.7,3,476,1.2.2,257KiB,Email,"February 28, 2025",,2025-04-28 12:58:47
Websites Accessibility,https://chromewebstore.google.com/detail/websites-accessibility/aefndakodjcaapnmofhkmdbkabghakgn,https://chromewebstore.google.com/user/installed,False,5.0,2,240,3.0.96,24.44KiB,Email,"July 23, 2022",,2025-04-28 12:58:49
Dyslexicon,https://chromewebstore.google.com/detail/dyslexicon/cbppfdnlceepnmjcfomnlomiaddahonn,https://chromewebstore.google.com/user/installed,False,4.5,2,5,0.0.2,24.16KiB,Email,"May 25, 2022",,2025-04-28 12:58:51
Meme Soundboard,https://chromewebstore.google.com/detail/meme-soundboard/gncmnedemogangodiljmfmlbndnchlnm,https://www.memesoundboard.com/,True,4.6,268,40000,4.0,1.3GiB,"Website
Email","June 28, 2024",,2025-04-28 12:58:53
AITREE - AI Tools Hub,https://chromewebstore.google.com/detail/aitree-ai-tools-hub/ndgomcamkdngodpaahnmommojckolclj,https://chromewebstore.google.com/user/installed,False,5.0,3,813,1.4,256KiB,Email,"January 7, 2025",,2025-04-28 12:58:56
Highlights AI: Simplify reading with ChatGPT,https://chromewebstore.google.com/detail/highlights-ai-simplify-re/kbihopcfiikdglbglliomopclpgdedoh,https://highlights.page/,True,5.0,2,147,0.6.0,718KiB,"Website
Email","June 13, 2023",,2025-04-28 12:58:59
YouTube Translator,https://chromewebstore.google.com/detail/youtube-translator/blgieikhceidebnbbnhfgbidplpnoaho,https://chromewebstore.google.com/user/installed,False,5.0,4,29,1.0,254KiB,Email,"March 28, 2025",,2025-04-28 12:59:01
LumiRead,https://chromewebstore.google.com/detail/lumiread/efaokfmfhikkofofjdcplbnolpgklcic,https://chromewebstore.google.com/user/installed,False,5.0,3,4,1.0.2,1.41MiB,Email,"April 28, 2025",,2025-04-28 12:59:02
Dyslexic Browser,https://chromewebstore.google.com/detail/dyslexic-browser/gflobokeglbgdhdelipppigfncpnfgbh,https://foureyedjimmy.com/,True,4.5,13,98012752,2.2.0,476KiB,"Website
Email","March 25, 2023",,2025-04-28 12:59:04
Translation Comparison,https://chromewebstore.google.com/detail/translation-comparison/kicpmhgmcajloefloefojbfdmenhmhjf,https://about.imtranslator.net/,False,4.4,110,30000,10.2,2.14MiB,"Website
Email","November 7, 2023",25.0,2025-04-28 12:59:07
Voice To DeepSeek,https://chromewebstore.google.com/detail/voice-to-deepseek/ofgclacikleghhcogobkchhfgeecoonp,https://chromewebstore.google.com/user/installed,False,4.9,7,165,1.3,160KiB,Email,"January 31, 2025",,2025-04-28 12:59:08
Speak,https://chromewebstore.google.com/detail/speak/abjobfgiocjlghollhohcgcnjaoghcmk,https://chromewebstore.google.com/user/installed,True,4.5,2,180,1.0,3.23KiB,Email,"May 1, 2023",,2025-04-28 12:59:11
Video Translator - Translate Video & Voice online,https://chromewebstore.google.com/detail/video-translator-translat/ofhkcffhkdhjpnpplihikdpkcpailpnc,https://www.livepolls.app/chrome_addons,True,4.0,380,50000,4.8.9,942KiB,"Website
Email","April 26, 2025",54.0,2025-04-28 12:59:12
Google Transcribe & Summarize Live,https://chromewebstore.google.com/detail/google-transcribe-summari/dgijgfdodcankfloblhnngmlkdaahbco,https://meetxcc.app/,True,4.8,22,3000,1.0.49,187KiB,"LIN, YU-TUNG
1304 ELM Ave, APT 16 SAN GABRIEL, CA 91775 US
Website
Email
Phone","April 19, 2025",15.0,2025-04-28 12:59:14
Pristine: Reader for Chromium Browsers,https://chromewebstore.google.com/detail/pristine-reader-for-chrom/cokccpndjbnjleiglibpmkoieekapbbh,https://chromewebstore.google.com/user/installed,False,5.0,2,57,1.0.0,1.42MiB,Email,"October 20, 2024",,2025-04-28 12:59:16
ASKGPT,https://chromewebstore.google.com/detail/askgpt/amigdhjjcecdkgfeajdlgpejminlfhok,https://chromewebstore.google.com/user/installed,False,5.0,1,30,1.0.4,78.95KiB,Email,"May 17, 2023",,2025-04-28 12:59:18
Reader View,https://chromewebstore.google.com/detail/reader-view/fachffmaagpajehggpkaigkacdjhkkdn,https://readerview.freeonlineapps.net/,True,4.7,105,10000,3.0.0,350KiB,"Website
Email","October 31, 2023",40.0,2025-04-28 12:59:20
Power Thesaurus,https://chromewebstore.google.com/detail/power-thesaurus/hhnjkanigjoiglnlopahbbjdbfhkndjk,https://powerthesaurus.org/,True,4.5,450,100000,4.2.5,3.52MiB,"Power Thesaurus
2633 Gold Coast Hwy Broadbeach, QLD 4218 AU
Website
Email","April 15, 2025",,2025-04-28 12:59:24
Mirinae for Chrome,https://chromewebstore.google.com/detail/mirinae-for-chrome/nagkhplkbmnpanjfjpoepjmikmegcihp,https://chromewebstore.google.com/user/installed,False,4.4,14,781,0.9.5,231KiB,Email,"September 2, 2021",,2025-04-28 12:59:26
ChirpTTS,https://chromewebstore.google.com/detail/chirptts/medoheipfnhegpaohjdmlicpcilieglb,https://chirptts.vercel.app/,False,5.0,4,19,1.0,74.92KiB,"Website
Email","June 7, 2024",,2025-04-28 12:59:28
Pronunciation,https://chromewebstore.google.com/detail/pronunciation/nnbidmodmbkejgpldfcoefhpioggghba,https://chromewebstore.google.com/user/installed,False,4.0,4,1000,1.0,8.94KiB,Email,"August 11, 2018",,2025-04-28 12:59:29
AI Companion,https://chromewebstore.google.com/detail/ai-companion/fdjaldimficjpblmcfjblmphjebdnbpp,https://chromewebstore.google.com/user/installed,False,5.0,1,3,2.1,141KiB,Email,"January 7, 2025",,2025-04-28 12:59:31
Read Easy,https://chromewebstore.google.com/detail/read-easy/nnfkkakpbcbbbjiiiieocdeoomoepmja,https://giteshdalal.com/,False,4.2,5,286,1.2.0,1.77MiB,"Website
Email","September 6, 2020",,2025-04-28 12:59:33
Repeet - translate and learn with flashcards,https://chromewebstore.google.com/detail/repeet-translate-and-lear/ecgilihpikediiegakjggmoalhcmmbfi,https://repeet.app/,False,5.0,7,209,1.1.2,157KiB,"Website
Email","April 27, 2025",,2025-04-28 12:59:34
Vizam - Screenshot & Video capture tool,https://chromewebstore.google.com/detail/vizam-screenshot-video-ca/eclnikmacpcandpbfjkjgnoicmlpkkdj,https://vizam.ai/,True,4.8,62,1000,4.0.4,27.49MiB,"VIVIDMINDS TECHNOLOGIES PRIVATE LIMITED
8-2-293/82/A/379 and 379/A, Plot No.379, Road No.10, Jubilee Hills Hyderabad, Telangana 500033 IN
Website
Email
Phone","March 19, 2025",,2025-04-28 12:59:36
WebForAll,https://chromewebstore.google.com/detail/webforall/ppbogfemkhicpfpoblfgccpaaikhoooj,https://chromewebstore.google.com/user/installed,False,5.0,3,13,1.0,85.85KiB,Email,"June 15, 2024",,2025-04-28 12:59:38
"Definio: Multi-modal AI Copilot - Claude3 Opus, ChatGPT 4o, Gemini 1.5 Pro",https://chromewebstore.google.com/detail/definio-multi-modal-ai-co/ajnhebfhendphbllebbijfdfnnakcgll,https://definio.org/,True,4.9,31,2000,2.2.6,576KiB,"Website
Email","June 11, 2024",,2025-04-28 12:59:42
OpenAsks: Social Platform for AI Chats,https://chromewebstore.google.com/detail/openasks-social-platform/iddkpnigloakgolnccedcnmadbalibnl,https://openasks.com/,False,5.0,1,22,1.1.6,479KiB,"Website
Email","January 5, 2024",,2025-04-28 12:59:45
Social Stream Ninja,https://chromewebstore.google.com/detail/social-stream-ninja/cppibjhfemifednoimlblfcmjgfhfjeg,https://socialstream.ninja/,False,5.0,7,5000,3.9.8,22.91MiB,"Website
Email","January 18, 2025",,2025-04-28 12:59:46
ChatGPT Voice Master,https://chromewebstore.google.com/detail/chatgpt-voice-master/enfppaopagmlfmfpkfilnnoojkcclnom,https://wrt.qhkly.com:18443/,False,4.1,44,4000,2.5.2,7.86MiB,"Website
Email","August 26, 2024",52.0,2025-04-28 12:59:48
LingKuma - Language Learning,https://chromewebstore.google.com/detail/lingkuma-language-learnin/denpakphibjnpnnkcnhiniicbffdamfh,https://lingkuma.org/,False,5.0,2,28,0.9.63,15.4MiB,"Website
Email","April 27, 2025",,2025-04-28 12:59:50
AI Voice,https://chromewebstore.google.com/detail/ai-voice/cmjcclkobjffgdeefejdpjhoglokamcm,https://chromewebstore.google.com/user/installed,True,5.0,2,463,1.1.1,1.19MiB,Email,"June 11, 2023",,2025-04-28 12:59:52
Chinese Popup Dictionary - Mandarin & Cantonese,https://chromewebstore.google.com/detail/chinese-popup-dictionary/hnghjfeadioghjpcfpanoaphckiimpdl,https://chromewebstore.google.com/user/installed,False,5.0,1,199,2.0.4,5.76MiB,Email,"December 3, 2024",,2025-04-28 12:59:53
Coding Shout,https://chromewebstore.google.com/detail/coding-shout/nggokghmfinpljihgjkkbogpgbbjjjme,https://rishiraj.me/,False,4.0,9,367,1.7,13.94KiB,Website,"January 16, 2019",,2025-04-28 12:59:57
ScreenPal - Screen Recorder & Video Editor,https://chromewebstore.google.com/detail/screenpal-screen-recorder/eefedolmcildfckjamddopaplfiiankl,https://screenpal.com/,True,4.3,499,100000,3.1.7,21.44MiB,"Big Nerd Software, LLC
4244 university way ne unit 45085 SEATTLE, WA 98145 US
Website
Email
Phone","April 18, 2025",,2025-04-28 12:59:59
"There, I Saved You A Minute! - AI Web Summarizer",https://chromewebstore.google.com/detail/there-i-saved-you-a-minut/gkdifhfnmifllojmoegfhkhfkhkjeaao,https://owensingh.com/,False,5.0,4,50,1.2,765KiB,"Website
Email","September 19, 2024",,2025-04-28 13:00:02
Read Speaker Pro,https://chromewebstore.google.com/detail/read-speaker-pro/nchlibjhbopkoanfpenlpmmnhmkmcnko,https://chromewebstore.google.com/user/installed,False,5.0,9,67,0.1.6,954KiB,Email,"August 19, 2023",,2025-04-28 13:00:04
Accent Remover via AI,https://chromewebstore.google.com/detail/accent-remover-via-ai/iljeeonnclfchkmlicaikgfncjnlpccd,https://chromewebstore.google.com/user/installed,False,5.0,3,15,1.0,48.8KiB,Email,"August 22, 2024",,2025-04-28 13:00:06
KAPolyglott,https://chromewebstore.google.com/detail/kapolyglott/okdfmpojjligcllicjkpioaoaagmbgfi,https://www.kadeutsch.org/,False,4.0,1,17,0.0.3,1018KiB,Website,"November 6, 2016",,2025-04-28 13:00:08
Motivational Quotes,https://chromewebstore.google.com/detail/motivational-quotes/ljhoogbfimpodcklbgflpfllfdoncakl,https://chromewebstore.google.com/user/installed,False,5.0,1,16,2.0,20.62KiB,Email,"October 12, 2021",,2025-04-28 13:00:10
English Hindi English Dictionary,https://chromewebstore.google.com/detail/english-hindi-english-dic/bjlegmanlfckekanijakdoeedcjlihbn,https://www.kodand.com/,True,4.2,42,5000,1.33,60.9KiB,"CHLAMYS SOFTWARE
16-165 CHANDRABHAGA HOUSING, NR R H PATEL COLLAGEx NAVAVADAJ AHMEDABAD, Gujarat 380013 IN
Website
Email
Phone","April 28, 2023",3.0,2025-04-28 13:00:12
Inkah: Chinese & Korean Pop-up Dictionary,https://chromewebstore.google.com/detail/inkah-chinese-korean-pop/pcgmedbmchghfgikplcimdmfldfnecec,https://inkah.com/,False,4.9,93,4000,1.0.43,27.17MiB,"Inkah
638 E. Calaveras St. Altadena, CA 91001 US
Website
Email","December 15, 2022",2.0,2025-04-28 13:00:14
Mandarin + Cantonese Dictionary,https://chromewebstore.google.com/detail/mandarin-+-cantonese-dict/aoofnmlljjgifabglpelnbmipdfnfflk,https://chromewebstore.google.com/user/installed,False,4.8,5,838,1.1.0,5.6MiB,Email,"December 5, 2024",,2025-04-28 13:00:15
Ajax spoke,https://chromewebstore.google.com/detail/ajax-spoke/mlfjajnopgpgoiddelildfacenmjcggl,https://chromewebstore.google.com/user/installed,False,5.0,1,98073360,0.1.0,21.34KiB,Email,"February 11, 2021",,2025-04-28 13:00:19
Lexirise,https://chromewebstore.google.com/detail/lexirise/jgdmlfflhbchhplodfjagfeojnkkdpak,https://lexirise.app/,False,5.0,2,172,0.0.19,456KiB,"Cold Start Ventures Limited
Website
Email
Phone","April 20, 2025",,2025-04-28 13:00:20
Voice Memo,https://chromewebstore.google.com/detail/voice-memo/lghbhnljikpppempjhbbibflaeeomibb,https://chromewebstore.google.com/user/installed,False,5.0,2,60,1.0.0,511KiB,Email,"January 29, 2025",52.0,2025-04-28 13:00:23
Unalengua IPA Translator,https://chromewebstore.google.com/detail/unalengua-ipa-translator/cgdbpnmhhkgaaahpmgmmibiifdegidbl,https://unalengua.com/,False,4.8,9,1000,1.1.0,13.04KiB,"Website
Email","November 8, 2021",2.0,2025-04-28 13:00:25
Word Count: Live Metrics for Writers,https://chromewebstore.google.com/detail/word-count-live-metrics-f/onoekoikfmfgfgphonmjbbejfaikdpnj,https://chromewebstore.google.com/user/installed,False,4.0,1,1000,0.0.1,69.95KiB,"AHREFS PTE. LTD.
Email
Phone","March 23, 2025",,2025-04-28 13:00:27
Needyu.ai Meeting Copilot,https://chromewebstore.google.com/detail/needyuai-meeting-copilot/coodimfakiflhbhkidbkpobpgbconpel,https://needyu.ai/,False,4.9,42,344,0.0.33,8.9MiB,"Website
Email","March 11, 2025",14.0,2025-04-28 13:00:29
FriendlyAI,https://chromewebstore.google.com/detail/friendlyai/aebhpcapgfcflffapbglmfebclbdfpbm,https://chromewebstore.google.com/user/installed,False,5.0,2,3,1.1,1.78MiB,"智能语言助手
1445 Churchill Ct Mundelein, IL 60060 US
Email","January 7, 2025",,2025-04-28 13:00:31
Duopad,https://chromewebstore.google.com/detail/duopad/hklemofalchmincbooielhgilnngnnak,https://chromewebstore.google.com/user/installed,False,5.0,6,17,1.1,14.29KiB,Email,"April 5, 2024",,2025-04-28 13:00:32
meetXcc: AI Meeting Notes for Google Meet,https://chromewebstore.google.com/detail/meetxcc-ai-meeting-notes/nhomcdhhlpjelhmjppkcdhoejehbkodd,https://meetxcc.com/,True,4.9,101,3000,1.0.49,188KiB,"LIN, YU-TUNG
1304 ELM Ave, APT 16 SAN GABRIEL, CA 91775 US
Website
Email
Phone","April 19, 2025",15.0,2025-04-28 13:00:34
Blody,https://chromewebstore.google.com/detail/blody/iobgoedfopajpjfficjcbdkebjagkppl,https://chromewebstore.google.com/user/installed,False,5.0,2,93841507,1.4.4,34.92KiB,Email,"March 13, 2025",,2025-04-28 13:00:36
Earnings Week,https://chromewebstore.google.com/detail/earnings-week/cjnkdaphehamgmolainnnnlljngkecnm,https://earningsahead.com/,False,4.0,4,47,0.8.2,780KiB,"Website
Email","May 15, 2022",,2025-04-28 13:00:38
Cantonese Helper,https://chromewebstore.google.com/detail/cantonese-helper/jfincemdopkabfjdjbhekkblihbbpdpn,https://chromewebstore.google.com/user/installed,False,5.0,2,118,2.2.0,2.81MiB,Email,"December 4, 2024",4.0,2025-04-28 13:00:40
InstaLingua,https://chromewebstore.google.com/detail/instalingua/nffpiemmlffilpllflcngbndhahoghhl,https://chromewebstore.google.com/user/installed,False,5.0,1,2,1.0.4,176KiB,Email,"November 21, 2024",,2025-04-28 13:00:42
Groq Toolbox,https://chromewebstore.google.com/detail/groq-toolbox/jlmjkhdkkicnolgengjjgjecbealgelb,https://chromewebstore.google.com/user/installed,False,4.5,2,85,3.20,2.45MiB,Email,"January 30, 2025",,2025-04-28 13:00:44
WebStylus,https://chromewebstore.google.com/detail/webstylus/bkofepamgipmidolgcfajlaclgnfmpij,https://chromewebstore.google.com/user/installed,True,5.0,2,19,1.0,80.23KiB,Email,"January 5, 2025",,2025-04-28 13:00:46
Beyond Meet for Google Meet,https://chromewebstore.google.com/detail/beyond-meet-for-google-me/ibkpaabpalfgeiklbphhmgenfjfcijil,https://beyondmeet.app/,False,4.2,38,10000,3.5.7,1.98MiB,"Centroid Global Solutions LLC
30 N Gould St ste r Sheridan, WY 82801-6317 US
Website
Email","December 24, 2024",3.0,2025-04-28 13:00:49
SeaMeet: Take ChatGPT Meeting Note Real-Time,https://chromewebstore.google.com/detail/seameet-take-chatgpt-meet/gkkhkniggakfgioeeclbllpihmipkcmn,https://meet.seasalt.ai/,True,5.0,7,8000,0.16,8.18MiB,"Seasalt AI, Inc
2439 152nd Ave NE Redmond, WA 98052-5573 US
Website
Email","March 28, 2025",2.0,2025-04-28 13:00:50
WordFusion,https://chromewebstore.google.com/detail/wordfusion/jchoghihefchfjocdphokfdfpnhcgckn,https://chromewebstore.google.com/user/installed,False,4.8,6,9,1.0.1,111KiB,Email,"January 2, 2025",,2025-04-28 13:00:53
Simply Explain,https://chromewebstore.google.com/detail/simply-explain/dniaccpjhpbffgaijaiidbogajlmlkjl,https://simply-explain.com/,False,5.0,2,5,1.3,1.64MiB,"Website
Email","December 25, 2023",,2025-04-28 13:00:55
Patsa - AI-powered Meeting Copilot,https://chromewebstore.google.com/detail/patsa-ai-powered-meeting/pnhmmhieodnagejlokknhmhbmfpgohnn,https://patsa.io/,True,5.0,1,34,1.1.4,227KiB,"Website
Email","July 7, 2024",,2025-04-28 13:00:57
PromptGPT - Speak/Listen/GPTify,https://chromewebstore.google.com/detail/promptgpt-speaklistengpti/fbkbjengbpomphchgdapecgkmepkalfg,https://chromewebstore.google.com/user/installed,False,4.8,5,11,0.0.1,234KiB,"SheRAZ
BMP, Gaggoo, Pakistan Burewala 61000 PK
Email","July 13, 2023",,2025-04-28 13:01:00
Live Captions,https://chromewebstore.google.com/detail/live-captions/ckpgjpenbhnkhcalechemlifbcinneen,https://chromewebstore.google.com/user/installed,False,4.4,13,7000,1.4.2.0,42.53KiB,Email,"August 23, 2024",,2025-04-28 13:01:02
Free ChatGPT assistant,https://chromewebstore.google.com/detail/free-chatgpt-assistant/dpniggcejlljblpiccphofhblddgjikb,https://voice-assistant.app/,False,5.0,1,743,0.0.17,1.16MiB,"Website
Email","January 26, 2024",53.0,2025-04-28 13:01:04
Jisū,https://chromewebstore.google.com/detail/jis%C5%AB/dgnmohofbgnaacababkedheeannmdohi,https://chromewebstore.google.com/user/installed,False,5.0,3,1000,3.5.1,88.23KiB,Email,"February 3, 2025",2.0,2025-04-28 13:01:05
BFG,https://chromewebstore.google.com/detail/bfg/bcfegimgkdblghojodoknhgopoagbnek,https://chromewebstore.google.com/user/installed,False,5.0,1,4,2.1,28.53KiB,Email,"July 25, 2021",,2025-04-28 13:01:07
TranscribeFlow,https://chromewebstore.google.com/detail/transcribeflow/cmdjoakdcogianplocglngnmmkmemiml,https://chromewebstore.google.com/user/installed,False,4.0,4,6,1.1,3.67MiB,Email,"April 15, 2025",,2025-04-28 13:01:09
Content Simplifier,https://chromewebstore.google.com/detail/content-simplifier/fclaklhenhiibhccfbhenekaamdamagf,https://bencium.io/,False,5.0,1,24,1.0,7.34KiB,"Bencium Limited
50 St. Marys Road Gaddesden Row Hemel Hempstead HP2 5HL GB
Website
Email
Phone","September 1, 2024",,2025-04-28 13:01:11
"Araka: Synthesis, Recognition & Translation",https://chromewebstore.google.com/detail/araka-synthesis-recogniti/caeeeokdgoefcplanfgmakcjbchjpfgj,https://araka.pro/,False,4.5,2,79,0.7.58,1023KiB,"Araka
anosibe antananarivo 101 MG
Website
Email","March 4, 2023",,2025-04-28 13:01:12
"MeetMemos - Summarize Meetings, Audio & Video",https://chromewebstore.google.com/detail/meetmemos-summarize-meeti/bbanbddkcglclmijfphfidoeempjkhap,https://meetmemos.com/,False,5.0,2,162,1,424KiB,"Salavat Shirgaleev
1 Ave at Port Imperial apt 1327 West New York, NJ 07093 US
Website
Email","July 27, 2024",,2025-04-28 13:01:15
"Super Grok - Voice, Custom Prompts, Languages and More",https://chromewebstore.google.com/detail/super-grok-voice-custom-p/lbkmgopmbbpcnggenkajdlfcpdjgpben,https://chromewebstore.google.com/user/installed,False,4.7,3,410,2.9.0,1.66MiB,Email,"April 27, 2025",,2025-04-28 13:01:18
AI Buffet - AI Article & Graphics Generator,https://chromewebstore.google.com/detail/ai-buffet-ai-article-grap/ajnjekapaldfbddhnollnbidnfmokckh,https://aibuffet.io/,False,5.0,2,35,1.0.1,27.95KiB,"W3 Eden, Inc.
D59, Road #1, Lane #4, Block D, Kalpolok Residential Area D59 Chattogram 4000 BD
Website
Email","January 2, 2024",,2025-04-28 13:01:21
Ribbing Reader,https://chromewebstore.google.com/detail/ribbing-reader/ipilhfnbdkfbnbnahplmimdilodohknp,https://www.ribbingreader.com/,False,4.5,2,72,1.0.11,25.57KiB,"Website
Email","October 17, 2017",,2025-04-28 13:01:23
Guinbox Notepad,https://chromewebstore.google.com/detail/guinbox-notepad/bcmjijbjmjjeochnoiccnnhnenhoeegh,https://www.guinbox.com/,False,5.0,2,70,1.3.0,203KiB,"GuinBox
65 N Broad St Middletown, DE 19709-1033 US
Website
Email","October 4, 2017",,2025-04-28 13:01:24
gimana2 - An In-Browser Transcriber,https://chromewebstore.google.com/detail/gimana2-an-in-browser-tra/jjimapgkdlppcjghhfpciikmabkbclpi,https://chromewebstore.google.com/user/installed,False,5.0,1,98073360,1.1,1.56MiB,Email,"January 31, 2022",,2025-04-28 13:01:26
aday語音報讀,https://chromewebstore.google.com/detail/aday%E8%AA%9E%E9%9F%B3%E5%A0%B1%E8%AE%80/genhbfcaempmppmoonblekidkagafkio,https://chromewebstore.google.com/user/installed,False,5.0,1,782,2.4,16.06KiB,"苗栗市文華國小
恭敬路76巷22號 苗栗市, 台灣省 360 台灣
Email","June 24, 2021",,2025-04-28 13:01:29
Chatquick.co: Boost your performance with 1 Million+ Advanced Prompts,https://chromewebstore.google.com/detail/chatquickco-boost-your-pe/edeimenbfmmlfijkjbkpljphioflnhca,https://chromewebstore.google.com/user/installed,False,4.5,2,5,1,590KiB,"Drovemedia LLC
30 N Gould St Ste R Sheridan, WY 82801-6317 US
Email
Phone","January 20, 2025",,2025-04-28 13:01:31
Trust Guard AI,https://chromewebstore.google.com/detail/trust-guard-ai/ljmnjkpbcejpieihlefjcknnjlopiijb,https://chromewebstore.google.com/user/installed,False,5.0,3,2,1.0,125KiB,Email,"April 8, 2025",,2025-04-28 13:01:34
FLOW PAGE,https://chromewebstore.google.com/detail/flow-page/pmllgabdigdpcaepkejmnbecchbhnbmp,https://chromewebstore.google.com/user/installed,False,4.5,2,175,1.1.6,156KiB,Email,"January 28, 2024",4.0,2025-04-28 13:01:36
FairyNote 2 - YouTube章节时间点生成器,https://chromewebstore.google.com/detail/fairynote-2-youtube%E7%AB%A0%E8%8A%82%E6%97%B6%E9%97%B4%E7%82%B9%E7%94%9F/pigkjlnalmacoimgiiipgkaaommcoeeh,https://chromewebstore.google.com/user/installed,False,4.8,8,151,2.8.1,555KiB,Email,"January 11, 2021",2.0,2025-04-28 13:01:37
Chat GPT 4.5,https://chromewebstore.google.com/detail/chat-gpt-45/mlfeopjpfppjhlplidfoknledfkdbffo,https://chromewebstore.google.com/user/installed,True,5.0,2,445,1.1.0,207KiB,Email,"March 11, 2025",52.0,2025-04-28 13:01:39
Boss Hub | ChatWork,https://chromewebstore.google.com/detail/boss-hub-chatwork/mlinajkbaceacmgohnehoopkmajnleaf,https://iambuffett.net/,True,4.3,16,1000,4.8.3,1.84MiB,"Website
Email","July 4, 2024",,2025-04-28 13:01:45
Testing Reading Speed,https://chromewebstore.google.com/detail/testing-reading-speed/kmkdgnfgallnjpdldcmplbggbmkgcgdl,https://speed-read.freefinancetools.net/,True,4.3,16,4000,3.0.0,168KiB,"Website
Email","April 8, 2022",38.0,2025-04-28 13:01:47
Save ChatGPT to Notion,https://chromewebstore.google.com/detail/save-chatgpt-to-notion/bknieejaaomeegoflpgcckagimnbbgdp,https://chatgpt2notion.com/,True,4.3,21,5000,6.0.0,597KiB,"org
xianganwanjiaonailuchengjie 345num 九龍, 香港 510000 CN
Website
Email","January 24, 2025",53.0,2025-04-28 13:01:49
Chat2GPT,https://chromewebstore.google.com/detail/chat2gpt/oileildoebooegclgmgeimlflmffpfgn,https://chromewebstore.google.com/user/installed,False,5.0,1,20,1.1,811KiB,Email,"July 16, 2023",,2025-04-28 13:01:50
